Unnamed: 0,db_path,generated_sql,gold_sql,question,isCorrect,response
858,spider_data/test_database/boat_1/boat_1.sqlite,"SELECT T1.name,  T1.sid FROM sailors AS T1 JOIN reserves AS T2 ON T1.sid  =  T2.sid","SELECT DISTINCT T1.name ,  T1.sid FROM Sailors AS T1 JOIN Reserves AS T2 ON T1.sid  =  T2.sid",What is the name and id of every sailor who reserved one or more boats?,True,"SELECT T1.name,  T1.sid FROM sailors AS T1 JOIN reserves AS T2 ON T1.sid  =  T2.sid"
859,spider_data/test_database/boat_1/boat_1.sqlite,"SELECT T1.sid,  T1.name FROM sailors AS T1 JOIN reserves AS T2 ON T1.sid  =  T2.sid GROUP BY T1.sid HAVING COUNT(*)  >  1","SELECT DISTINCT T1.name ,  T1.sid FROM Sailors AS T1 JOIN Reserves AS T2 ON T1.sid  =  T2.sid GROUP BY T2.sid HAVING COUNT(*)  >  1",Find the id and name of the sailors who reserved more than one boat.,False,"SELECT T1.sid,  T1.name FROM sailors AS T1 JOIN reserves AS T2 ON T1.sid  =  T2.sid GROUP BY T1.sid HAVING COUNT(*)  >  1"
860,spider_data/test_database/boat_1/boat_1.sqlite,SELECT DISTINCT T1.name FROM sailors AS T1 JOIN Reserves AS T2 ON T1.sid = T2.sid GROUP BY T2.sid HAVING count(*) >= 2,"select distinct t1.name ,  t1.sid from sailors as t1 join reserves as t2 on t1.sid  =  t2.sid group by t2.sid having count(*)  >=  2",What are the different names of sailors who reserved two or more boats ?,False,SELECT DISTINCT T1.name FROM sailors AS T1 JOIN Reserves AS T2 ON T1.sid  =  T2.sid GROUP BY T2.sid HAVING count(*)  >=  2
861,spider_data/test_database/boat_1/boat_1.sqlite,SELECT sid FROM sailors AS T1 JOIN boats AS T2 ON T1.sid  =  T2.bid WHERE T2.color  = 'red' OR T2.color  =  'blue',"SELECT DISTINCT T2.sid FROM Boats AS T1 JOIN Reserves AS T2 ON  T1.bid  =  T2.bid WHERE T1.color  =  'red' OR T1.color  =  ""blue""",Find the id of Sailors (sid) that reserved red or blue boat.,False,SELECT sid FROM sailors AS T1 JOIN boats AS T2 ON T1.sid  =  T2.bid WHERE T2.color  = 'red' OR T2.color  =  'blue'
862,spider_data/test_database/boat_1/boat_1.sqlite,"SELECT T1.sid FROM sailors AS T1 JOIN boats AS T2 ON T1.sid  =  T2.sid WHERE T2.color  =  ""red"" OR T2.color  =  ""blue""","SELECT DISTINCT T2.sid FROM Boats AS T1 JOIN Reserves AS T2 ON  T1.bid  =  T2.bid WHERE T1.color  =  'red' OR T1.color  =  ""blue""",What are the sids for sailors who reserved red or blue boats?,False,"SELECT T1.sid FROM sailors AS T1 JOIN boats AS T2 ON T1.sid  =  T2.sid WHERE T2.color  =  ""red"" OR T2.color  =  ""blue"""
863,spider_data/test_database/boat_1/boat_1.sqlite,"SELECT T1.name, T1.sid FROM sailors AS T1 JOIN boats AS T2 ON T1.sid  =  T2.bid WHERE T2.color  = 'red' OR T2.color  =  'blue'","SELECT DISTINCT T2.sid ,  T3.name FROM Boats AS T1 JOIN Reserves AS T2 ON  T1.bid  =  T2.bid JOIN Sailors AS T3 ON T2.sid  =  T3.sid WHERE T1.color  =  'red' OR T1.color  =  ""blue""",Find the name and id of Sailors (sid) that reserved red or blue boat.,False,"SELECT name,  sid FROM sailors AS T1 JOIN boats AS T2 ON T1.sid  =  T2.bid WHERE T2.color  = 'red' OR T2.color  =  'blue'"
864,spider_data/test_database/boat_1/boat_1.sqlite,"SELECT T2.name, T2.sid  FROM Reserves AS T1  JOIN Boats AS T2 ON T1.bid  =  T2.bid  WHERE T2.color  =  ""red"" OR T2.color  =  ""blue""","SELECT DISTINCT T2.sid ,  T3.name FROM Boats AS T1 JOIN Reserves AS T2 ON  T1.bid  =  T2.bid JOIN Sailors AS T3 ON T2.sid  =  T3.sid WHERE T1.color  =  'red' OR T1.color  =  ""blue""",What are the names and ids of sailors who reserved red or blue boats?,False,"SELECT T2.name,  T2.sid FROM Reserves AS T1 JOIN Boats AS T2 ON T1.bid  =  T2.bid WHERE T2.color  =  ""red"" OR T2.color  =  ""blue"""
865,spider_data/test_database/boat_1/boat_1.sqlite,SELECT T1.sid FROM sailors AS T1 JOIN boats AS T2 ON T1.sid  =  T2.sid WHERE T2.color  = 'red' INTERSECT SELECT T1.sid FROM sailors AS T1 JOIN boats AS T2 ON T1.sid  =  T2.sid WHERE T2.color  =  'blue',"SELECT DISTINCT T2.sid FROM Boats AS T1 JOIN Reserves AS T2 ON  T1.bid  =  T2.bid WHERE T1.color  =  'red' INTERSECT SELECT DISTINCT T2.sid FROM Boats AS T1 JOIN Reserves AS T2 ON  T1.bid  =  T2.bid WHERE T1.color  =  ""blue""",Find the id of Sailors (sid) that reserved red and blue boat.,False,SELECT T1.sid FROM sailors AS T1 JOIN boats AS T2 ON T1.sid  =  T2.sid WHERE T2.color  = 'red' INTERSECT SELECT T1.sid FROM sailors AS T1 JOIN boats AS T2 ON T1.sid  =  T2.sid WHERE T2.color  =  'blue'
866,spider_data/test_database/boat_1/boat_1.sqlite,SELECT sid FROM sailors WHERE name  =  'Luis' INTERSECT SELECT sid FROM sailors WHERE name  =  'Eugene',"SELECT DISTINCT T2.sid FROM Boats AS T1 JOIN Reserves AS T2 ON  T1.bid  =  T2.bid WHERE T1.color  =  'red' INTERSECT SELECT DISTINCT T2.sid FROM Boats AS T1 JOIN Reserves AS T2 ON  T1.bid  =  T2.bid WHERE T1.color  =  ""blue""",What are the ids of sailors who reserved red and blue boats?,False,SELECT sid FROM sailors WHERE name  =  'Luis' INTERSECT SELECT sid FROM sailors WHERE name  =  'Eugene'
867,spider_data/test_database/boat_1/boat_1.sqlite,"SELECT T1.name,  T1.sid FROM sailors AS T1 JOIN boats AS T2 ON T1.sid  =  T2.sid WHERE T2.color  =  ""red"" INTERSECT SELECT T1.name,  T1.sid FROM sailors AS T1 JOIN boats AS T2 ON T1.sid  =  T2.sid WHERE T2.color  =  ""blue""","SELECT DISTINCT T2.sid ,  T3.name FROM Boats AS T1 JOIN Reserves AS T2 ON  T1.bid  =  T2.bid JOIN Sailors AS T3 ON T2.sid  =  T3.sid WHERE T1.color  =  'red' INTERSECT SELECT DISTINCT T2.sid ,  T3.name FROM Boats AS T1 JOIN Reserves AS T2 ON  T1.bid  =  T2.bid JOIN Sailors AS T3 ON T2.sid  =  T3.sid WHERE T1.color  =  ""blue""",Find the name and id of Sailors (sid) that reserved red and blue boat.,False,"SELECT T1.name,  T1.sid FROM sailors AS T1 JOIN boats AS T2 ON T1.sid  =  T2.sid WHERE T2.color  =  ""red"" INTERSECT SELECT T1.name,  T1.sid FROM sailors AS T1 JOIN boats AS T2 ON T1.sid  =  T2.sid WHERE T2.color  =  ""blue"""
868,spider_data/test_database/boat_1/boat_1.sqlite,"SELECT T2.name,  T1.sid FROM sailors AS T1 JOIN boats AS T2 ON T1.sid  =  T2.sid WHERE T2.color  =  ""red"" INTERSECT SELECT T2.name,  T1.sid FROM sailors AS T1 JOIN boats AS T2 ON T1.sid  =  T2.sid WHERE T2.color  =  ""blue""","SELECT DISTINCT T2.sid ,  T3.name FROM Boats AS T1 JOIN Reserves AS T2 ON  T1.bid  =  T2.bid JOIN Sailors AS T3 ON T2.sid  =  T3.sid WHERE T1.color  =  'red' INTERSECT SELECT DISTINCT T2.sid ,  T3.name FROM Boats AS T1 JOIN Reserves AS T2 ON  T1.bid  =  T2.bid JOIN Sailors AS T3 ON T2.sid  =  T3.sid WHERE T1.color  =  ""blue""",What are the names and ids of sailors who reserved red and blue boats?,False,"SELECT T2.name,  T1.sid FROM sailors AS T1 JOIN boats AS T2 ON T1.sid  =  T2.sid WHERE T2.color  =  ""red"" INTERSECT SELECT T2.name,  T1.sid FROM sailors AS T1 JOIN boats AS T2 ON T1.sid  =  T2.sid WHERE T2.color  =  ""blue"""
869,spider_data/test_database/boat_1/boat_1.sqlite,SELECT sid FROM sailors EXCEPT SELECT T1.sid FROM sailors AS T1 JOIN Reserves AS T2 ON T1.sid  =  T2.sid,SELECT sid FROM Sailors EXCEPT SELECT sid FROM Reserves,What is the ids of sailors that haven’t reserved a boat?,True,SELECT sid FROM sailors EXCEPT SELECT T1.sid FROM sailors AS T1 JOIN Reserves AS T2 ON T1.sid  =  T2.sid
870,spider_data/test_database/boat_1/boat_1.sqlite,SELECT sid FROM sailors WHERE sid NOT IN (SELECT sid FROM Reserves),SELECT sid FROM Sailors EXCEPT SELECT sid FROM Reserves,What are the ids of sailors who have not reserved a boat?,True,SELECT sid FROM sailors WHERE sid NOT IN (SELECT sid FROM Reserves)
871,spider_data/test_database/boat_1/boat_1.sqlite,"SELECT name,  sid FROM sailors EXCEPT SELECT T1.name,  T1.sid FROM sailors AS T1 JOIN Reserves AS T2 ON T1.sid  =  T2.sid","SELECT sid ,  name FROM Sailors EXCEPT SELECT T1.sid ,  T1.name FROM Sailors AS T1 JOIN Reserves AS T2 ON T1.sid  =  T2.sid",what is the name and id of sailors who do not have a reservation of a boat?,False,"SELECT name,  sid FROM sailors EXCEPT SELECT T1.name,  T1.sid FROM sailors AS T1 JOIN Reserves AS T2 ON T1.sid  =  T2.sid"
872,spider_data/test_database/boat_1/boat_1.sqlite,"SELECT name, sid FROM sailors WHERE sid NOT IN (SELECT sid FROM Reserves)","SELECT sid ,  name FROM Sailors EXCEPT SELECT T1.sid ,  T1.name FROM Sailors AS T1 JOIN Reserves AS T2 ON T1.sid  =  T2.sid",What are the names and ids of all sailors who do not have boat reservations?,False,"SELECT name,  sid FROM sailors WHERE sid NOT IN (SELECT sid FROM Reserves)"
873,spider_data/test_database/boat_1/boat_1.sqlite,SELECT sid FROM sailors WHERE sid NOT IN (SELECT sid FROM Reserves),SELECT sid FROM Sailors EXCEPT SELECT T1.sid FROM Sailors AS T1 JOIN Reserves AS T2 ON T1.sid  =  T2.sid,Find id for the sailors who do not have a reservation of a boat?,True,SELECT sid FROM sailors WHERE sid NOT IN (SELECT sid FROM Reserves)
874,spider_data/test_database/boat_1/boat_1.sqlite,SELECT sid FROM sailors WHERE sid NOT IN (SELECT sid FROM Reserves),SELECT sid FROM Sailors EXCEPT SELECT T1.sid FROM Sailors AS T1 JOIN Reserves AS T2 ON T1.sid  =  T2.sid,What is id about sailors who do not have boat reservations?,True,SELECT sid FROM sailors WHERE sid NOT IN (SELECT sid FROM Reserves)
875,spider_data/test_database/boat_1/boat_1.sqlite,SELECT T3.name  FROM Reserves AS T1  JOIN Boats AS T2  ON T1.bid  =  T2.bid  JOIN Sailors AS T3  ON T1.sid  =  T3.sid  WHERE T1.sid  =  3,SELECT DISTINCT T1.name FROM Sailors AS T1 JOIN Reserves AS T2 ON T1.sid  =  T2.sid WHERE  T2.bid  =  103,What is the name of the sailors who reserved boat with id 103?,False,SELECT T3.name FROM Reserves AS T1 JOIN Boats AS T2 ON T1.bid  =  T2.bid JOIN Sailors AS T3 ON T1.sid  =  T3.sid WHERE T1.sid  =  3
876,spider_data/test_database/boat_1/boat_1.sqlite,SELECT T1.name FROM sailors AS T1 JOIN reserves AS T2 ON T1.sid  =  T2.sid WHERE T2.bid  =  103,SELECT DISTINCT T1.name FROM Sailors AS T1 JOIN Reserves AS T2 ON T1.sid  =  T2.sid WHERE  T2.bid  =  103,Find the name of the sailors who reserved boat with id 103.,True,SELECT T1.name FROM sailors AS T1 JOIN reserves AS T2 ON T1.sid  =  T2.sid WHERE T2.bid  =  103
877,spider_data/test_database/boat_1/boat_1.sqlite,SELECT name FROM sailors WHERE rating  >  (SELECT min(rating) FROM sailors WHERE name  =  'Luis'),SELECT name FROM Sailors WHERE rating  >  (SELECT min(rating) FROM Sailors WHERE name  =  'Luis'),What is the name of all sailors whose rating is higher than any sailor named Luis?,True,SELECT name FROM sailors WHERE rating  >  (SELECT min(rating) FROM sailors WHERE name  =  'Luis')
878,spider_data/test_database/boat_1/boat_1.sqlite,"SELECT name FROM sailors WHERE rating  >  (SELECT min(rating) FROM sailors WHERE name  =  ""Luis"")",SELECT name FROM Sailors WHERE rating  >  (SELECT min(rating) FROM Sailors WHERE name  =  'Luis'),"What are the sailors' names, the ones whose rating is higher than any sailor named Luis?",True,"SELECT name FROM sailors WHERE rating  >  (SELECT min(rating) FROM sailors WHERE name  =  ""Luis"")"
879,spider_data/test_database/boat_1/boat_1.sqlite,SELECT name FROM sailors WHERE rating  >  (SELECT min(rating) FROM sailors WHERE name  =  'Luis'),SELECT name FROM Sailors WHERE rating  >  (SELECT max(rating) FROM Sailors WHERE name  =  'Luis'),What is the name of all sailors whose rating is higher than all sailors named Luis?,True,SELECT name FROM sailors WHERE rating  >  (SELECT min(rating) FROM sailors WHERE name  =  'Luis')
880,spider_data/test_database/boat_1/boat_1.sqlite,"SELECT name FROM sailors WHERE rating  >  (SELECT rating FROM sailors WHERE name  =  ""Luis"")",SELECT name FROM Sailors WHERE rating  >  (SELECT max(rating) FROM Sailors WHERE name  =  'Luis'),What are the names of all sailors with a higher rating than every sailor named Luis?,True,"SELECT name FROM sailors WHERE rating  >  (SELECT rating FROM sailors WHERE name  =  ""Luis"")"
881,spider_data/test_database/boat_1/boat_1.sqlite,"SELECT T1.name,  T1.sid FROM sailors AS T1 JOIN reserves AS T2 ON T1.sid  =  T2.sid WHERE T2.day  =  9/14","SELECT DISTINCT T1.name ,  T1.sid FROM Sailors AS T1 JOIN Reserves AS T2 ON T1.sid  =  T2.sid WHERE  T1.rating  >  2",what is the name and id of every sailor who has a rating greater than 2 and reserved a boat.,False,"SELECT T1.name,  T1.sid FROM sailors AS T1 JOIN reserves AS T2 ON T1.sid  =  T2.sid WHERE T2.day  =  9/14"
882,spider_data/test_database/boat_1/boat_1.sqlite,"SELECT T1.name,  T1.sid FROM sailors AS T1 JOIN boats AS T2 ON T1.sid  =  T2.sid WHERE T1.rating  >=  3","SELECT DISTINCT T1.name ,  T1.sid FROM Sailors AS T1 JOIN Reserves AS T2 ON T1.sid  =  T2.sid WHERE  T1.rating  >  2",What are the names and ids of all sailors who have a rating of at least 3 and reserved a boat?,False,"SELECT T1.name,  T1.sid FROM sailors AS T1 JOIN boats AS T2 ON T1.sid  =  T2.sid WHERE T1.rating  >=  3"
883,spider_data/test_database/boat_1/boat_1.sqlite,"SELECT name,  age FROM sailors ORDER BY age DESC LIMIT 1","SELECT name ,  age FROM Sailors WHERE age  =  ( SELECT max(age) FROM Sailors )",Find the name and age of the oldest sailor.,True,"SELECT name,  age FROM sailors ORDER BY age DESC LIMIT 1"
884,spider_data/test_database/boat_1/boat_1.sqlite,"SELECT name,  age FROM sailors ORDER BY age DESC LIMIT 1","SELECT name ,  age FROM Sailors WHERE age  =  ( SELECT max(age) FROM Sailors )",What is the name and age of the sailor with maximum age?,True,"SELECT name,  age FROM sailors ORDER BY age DESC LIMIT 1"
885,spider_data/test_database/boat_1/boat_1.sqlite,SELECT count(*) FROM sailors,SELECT COUNT(*) FROM Sailors,how many sailors in total?,True,SELECT count(*) FROM sailors
886,spider_data/test_database/boat_1/boat_1.sqlite,SELECT count(*) FROM sailors,SELECT COUNT(*) FROM Sailors,How many sailors exist?,True,SELECT count(*) FROM sailors
887,spider_data/test_database/boat_1/boat_1.sqlite,SELECT avg(age) FROM sailors WHERE rating  =  7,SELECT AVG(age) FROM Sailors WHERE rating  =  7,What is the average age of sailors whose rating is 7?,True,SELECT avg(age) FROM sailors WHERE rating  =  7
888,spider_data/test_database/boat_1/boat_1.sqlite,SELECT avg(T2.sid) FROM sailors AS T1 JOIN boats AS T2 ON T1.sid  =  T2.sid WHERE T1.rating  =  7,SELECT AVG(age) FROM Sailors WHERE rating  =  7,What is average age of all sailors who have a rating of 7?,False,SELECT avg(T2.age) FROM sailors AS T1 JOIN boats AS T2 ON T1.sid  =  T2.sid WHERE T1.rating  =  7
889,spider_data/test_database/boat_1/boat_1.sqlite,SELECT count(*) FROM sailors WHERE name LIKE 'D%',select count(*) from sailors where name like 'd%',How many sailors whose name starts with letter D exist ?,True,SELECT count(*) FROM sailors WHERE name LIKE 'D%'
890,spider_data/test_database/boat_1/boat_1.sqlite,SELECT count(*) FROM sailors WHERE name LIKE 'D%',select count(*) from sailors where name like 'd%',What is the count of the sailors whose name starts with letter D ?,True,SELECT count(*) FROM sailors WHERE name LIKE 'D%'
891,spider_data/test_database/boat_1/boat_1.sqlite,"SELECT avg(age), max(age) FROM sailors","SELECT AVG(rating) ,  MAX(age) FROM Sailors",What are the average rating and max age of all sailors?,False,"SELECT avg(age),  max(age) FROM sailors"
892,spider_data/test_database/boat_1/boat_1.sqlite,"SELECT avg(T1.rating),  max(T1.age) FROM sailors AS T1 JOIN boats AS T2 ON T1.sid  =  T2.bid","SELECT AVG(rating) ,  MAX(age) FROM Sailors",Find the average rating and largest age for the sailors,False,"SELECT avg(T1.rating),  max(T1.age) FROM sailors AS T1 JOIN boats AS T2 ON T1.sid  =  T2.bid"
893,spider_data/test_database/boat_1/boat_1.sqlite,"SELECT count(*),  T1.name FROM boats AS T1 JOIN Reserves ON T1.bid  =  T1.bid","SELECT bid ,  count(*) FROM Reserves GROUP BY bid",Find the number of reservations for each boat.,False,"SELECT count(*),  T1.name FROM boats AS T1 JOIN Reserves ON T1.bid  =  T1.bid"
894,spider_data/test_database/boat_1/boat_1.sqlite,"SELECT count(*),  T1.name FROM boats AS T1 JOIN Reserves AS T2 ON T1.bid  =  T2.bid GROUP BY T1.name","SELECT bid ,  count(*) FROM Reserves GROUP BY bid",How many reservations exist for each boat?,False,"SELECT count(*),  T1.name FROM boats AS T1 JOIN Reserves AS T2 ON T1.bid  =  T2.bid GROUP BY T1.name"
895,spider_data/test_database/boat_1/boat_1.sqlite,"SELECT count(*), T1.name FROM boats AS T1 JOIN Reserves AS T2 ON T1.bid = T2.bid WHERE T1.bid > 50","SELECT bid ,  count(*) FROM Reserves GROUP BY bid HAVING bid  >  50",Find the number of reservations for each boat with id greater than 50.,False,"SELECT count(*),  T1.name FROM boats AS T1 JOIN Reserves AS T2 ON T1.bid  =  T2.bid WHERE T1.bid  >  50"
896,spider_data/test_database/boat_1/boat_1.sqlite,"SELECT count(*),  T1.name FROM boats AS T1 JOIN Reserves AS T2 ON T1.bid  =  T2.bid WHERE T1.bid  >  50","SELECT bid ,  count(*) FROM Reserves GROUP BY bid HAVING bid  >  50",How many reservations exist for each boat with an id greater than 50?,False,"SELECT count(*),  T1.name FROM boats AS T1 JOIN Reserves AS T2 ON T1.bid  =  T2.bid WHERE T1.bid  >  50"
897,spider_data/test_database/boat_1/boat_1.sqlite,"SELECT count(*), T1.name FROM boats AS T1 JOIN reserves AS T2 ON T1.bid  =  T2.bid GROUP BY T1.name HAVING count(*)  >  1","SELECT bid ,  count(*) FROM Reserves GROUP BY bid HAVING count(*)  >  1",Find the number of reservations for each boat with more than 1 reservation.,False,"SELECT count(*),  T1.name FROM boats AS T1 JOIN reserves AS T2 ON T1.bid  =  T2.bid GROUP BY T1.name HAVING count(*)  >  1"
898,spider_data/test_database/boat_1/boat_1.sqlite,"SELECT count(*),  T1.name FROM boats AS T1 JOIN reserves AS T2 ON T1.bid  =  T2.bid GROUP BY T1.name HAVING count(*)  >  1","SELECT bid ,  count(*) FROM Reserves GROUP BY bid HAVING count(*)  >  1",How many reservations exist for each boat that has more than 1 reservation already?,False,"SELECT count(*),  T1.name FROM boats AS T1 JOIN reserves AS T2 ON T1.bid  =  T2.bid GROUP BY T1.name HAVING count(*)  >  1"
899,spider_data/test_database/boat_1/boat_1.sqlite,"SELECT count(*),  T1.name FROM boats AS T1 JOIN reserves AS T2 ON T1.bid  =  T2.bid WHERE T2.sid  >  1 GROUP BY T1.name","SELECT bid ,  count(*) FROM Reserves WHERE sid  >  1 GROUP BY bid",Find the number of reservations by sailors with id greater than 1 for each boat.,False,"SELECT count(*),  T1.name FROM boats AS T1 JOIN reserves AS T2 ON T1.bid  =  T2.bid WHERE T2.sid  >  1 GROUP BY T1.name"
900,spider_data/test_database/boat_1/boat_1.sqlite,"SELECT count(*),  T1.name FROM boats AS T1 JOIN reserves AS T2 ON T1.bid  =  T2.bid WHERE T2.sid  >  1","SELECT bid ,  count(*) FROM Reserves WHERE sid  >  1 GROUP BY bid",How many reservations for each boat did the sailors with an id greater than 1 make?,False,"SELECT count(*),  T1.name FROM boats AS T1 JOIN reserves AS T2 ON T1.bid  =  T2.bid WHERE T2.sid  >  1"
901,spider_data/test_database/boat_1/boat_1.sqlite,"SELECT T1.rating,  avg(T2.age) FROM sailors AS T1 JOIN boats AS T2 ON T1.sid  =  T2.bid WHERE T2.color  =  ""red""","SELECT T1.rating ,  avg(T1.age) FROM Sailors AS T1 JOIN Reserves AS T2 ON T1.sid  =  T2.sid JOIN Boats AS T3 ON T3.bid  =  T2.bid WHERE T3.color  =  'red' GROUP BY T1.rating",What is the rating and average age for sailors who have reserved red boat grouped by rating?,False,"SELECT T1.rating,  avg(T2.age) FROM sailors AS T1 JOIN boats AS T2 ON T1.sid  =  T2.bid WHERE T2.color  =  ""red"""
902,spider_data/test_database/boat_1/boat_1.sqlite,"SELECT T2.rating,  avg(T1.age) FROM sailors AS T1 JOIN boats AS T2 ON T1.sid  =  T2.sid WHERE T2.color  = 'red';","SELECT T1.rating ,  avg(T1.age) FROM Sailors AS T1 JOIN Reserves AS T2 ON T1.sid  =  T2.sid JOIN Boats AS T3 ON T3.bid  =  T2.bid WHERE T3.color  =  'red' GROUP BY T1.rating",What are the rating and average age for sailors who reserved red boats for each rating?,False,"SELECT T2.rating,  avg(T1.age) FROM sailors AS T1 JOIN boats AS T2 ON T1.sid  =  T2.sid WHERE T2.color  = 'red'"
903,spider_data/test_database/boat_1/boat_1.sqlite,"SELECT name,  rating,  age FROM sailors ORDER BY rating,  age","SELECT name ,  rating ,  age FROM Sailors ORDER BY rating ,  age","Find the name, rating and age of all sailors ordered by rating and age.",True,"SELECT name,  rating,  age FROM sailors ORDER BY rating,  age"
904,spider_data/test_database/boat_1/boat_1.sqlite,"SELECT name,  rating,  age FROM sailors ORDER BY rating,  age","SELECT name ,  rating ,  age FROM Sailors ORDER BY rating ,  age","What is the name, rating, and age for every sailor? And order them by rating and age.",True,"SELECT name,  rating,  age FROM sailors ORDER BY rating,  age"
905,spider_data/test_database/boat_1/boat_1.sqlite,SELECT count(*) FROM boats,SELECT count(*) FROM Boats,Find the total number of boats.,True,SELECT count(*) FROM boats
906,spider_data/test_database/boat_1/boat_1.sqlite,SELECT count(*) FROM boats,SELECT count(*) FROM Boats,How many boats are there?,True,SELECT count(*) FROM boats
907,spider_data/test_database/boat_1/boat_1.sqlite,SELECT count(*) FROM boats WHERE color  = 'red',SELECT count(*) FROM Boats WHERE color  =  'red',How many boats are red?,True,SELECT count(*) FROM boats WHERE color  = 'red'
908,spider_data/test_database/boat_1/boat_1.sqlite,SELECT count(*) FROM boats WHERE color  = 'red',SELECT count(*) FROM Boats WHERE color  =  'red',How many red boats exist?,True,SELECT count(*) FROM boats WHERE color  = 'red'
909,spider_data/test_database/boat_1/boat_1.sqlite,SELECT T1.name FROM boats AS T1 JOIN reserves AS T2 ON T1.bid  =  T2.bid JOIN sailors AS T3 ON T2.sid  =  T3.sid WHERE T3.age BETWEEN 20 AND 30,SELECT T3.name FROM Sailors AS T1 JOIN Reserves AS T2 ON T1.sid  =  T2.sid JOIN Boats AS T3 ON T3.bid  =  T2.bid WHERE T1.age BETWEEN 20 AND 30,Find the names of boats booked by sailors whose age is between 20 and 30.,True,SELECT T1.name FROM boats AS T1 JOIN reserves AS T2 ON T1.bid  =  T2.bid JOIN sailors AS T3 ON T2.sid  =  T3.sid WHERE T3.age BETWEEN 20 AND 30
910,spider_data/test_database/boat_1/boat_1.sqlite,SELECT T1.name FROM boats AS T1 JOIN Reserves AS T2 ON T1.bid  =  T2.bid JOIN sailors AS T3 ON T2.sid  =  T3.sid,SELECT T3.name FROM Sailors AS T1 JOIN Reserves AS T2 ON T1.sid  =  T2.sid JOIN Boats AS T3 ON T3.bid  =  T2.bid WHERE T1.age BETWEEN 20 AND 30,What are the names of the boats booked by people between age 20 and 30?,False,SELECT T1.name FROM boats AS T1 JOIN Reserves AS T2 ON T1.bid  =  T2.bid JOIN sailors AS T3 ON T2.sid  =  T3.sid
911,spider_data/test_database/boat_1/boat_1.sqlite,SELECT name FROM sailors WHERE rating  >  (SELECT max(rating) FROM sailors WHERE bid IN (SELECT bid FROM boats WHERE color  = 'red')),SELECT name FROM Sailors WHERE rating  >  (SELECT max(T1.rating) FROM Sailors AS T1 JOIN Reserves AS T2 ON T1.sid  =  T2.sid JOIN Boats AS T3 ON T3.bid  =  T2.bid WHERE T3.color  =  'red'),Find the names of sailors whose rating is larger than the rating of all sailors who booked a red boat.,False,SELECT name FROM sailors WHERE rating  >  (SELECT max(rating) FROM sailors WHERE bid IN (SELECT bid FROM boats WHERE color  = 'red'))
912,spider_data/test_database/boat_1/boat_1.sqlite,SELECT name FROM sailors WHERE rating  >  (SELECT min(rating) FROM sailors WHERE name IN (SELECT name FROM boats WHERE color  = 'red')),SELECT name FROM Sailors WHERE rating  >  (SELECT max(T1.rating) FROM Sailors AS T1 JOIN Reserves AS T2 ON T1.sid  =  T2.sid JOIN Boats AS T3 ON T3.bid  =  T2.bid WHERE T3.color  =  'red'),What are the names of the sailors whose rating is larger than the rating of all sailors who booked a red boat?,False,SELECT name FROM sailors WHERE rating  >  (SELECT min(rating) FROM sailors WHERE name IN (SELECT name FROM boats WHERE color  = 'red'))
913,spider_data/test_database/boat_1/boat_1.sqlite,SELECT max(T2.rating) FROM sailors AS T1 JOIN boats AS T2 ON T1.sid  =  T2.sid,SELECT max(rating) FROM Sailors,What is highest rating between sailors?,False,SELECT max(T2.rating) FROM sailors AS T1 JOIN boats AS T2 ON T1.sid  =  T2.sid
914,spider_data/test_database/boat_1/boat_1.sqlite,SELECT max(T1.rating) FROM sailors AS T1,SELECT max(rating) FROM Sailors,What is the maximum rating for sailors?,True,SELECT max(T1.rating) FROM sailors AS T1 JOIN boats AS T2 ON T1.sid  =  T2.sid
915,spider_data/test_database/boat_1/boat_1.sqlite,SELECT T2.name FROM Reserves AS T1 JOIN Boats AS T2 ON T1.bid  =  T2.bid WHERE T2.name  =  'Melon',SELECT T1.name FROM Sailors AS T1 JOIN Reserves AS T2 ON T1.sid  =  T2.sid JOIN Boats AS T3 ON T3.bid  =  T2.bid WHERE T3.name  =  'Melon',Find the names of sailors who reserved boat with the name Melon.,False,SELECT T2.name FROM Reserves AS T1 JOIN Boats AS T2 ON T1.bid  =  T2.bid WHERE T2.name  =  'Melon'
916,spider_data/test_database/boat_1/boat_1.sqlite,SELECT T2.name FROM Reserves AS T1 JOIN sailors AS T2 ON T1.sid  =  T2.sid WHERE T1.bid  =  101,SELECT T1.name FROM Sailors AS T1 JOIN Reserves AS T2 ON T1.sid  =  T2.sid JOIN Boats AS T3 ON T3.bid  =  T2.bid WHERE T3.name  =  'Melon',What are the names of sailors who reserved a boat with the name Melon?,False,SELECT T2.name FROM Reserves AS T1 JOIN sailors AS T2 ON T1.sid  =  T2.sid WHERE T1.bid  =  101
917,spider_data/test_database/boat_1/boat_1.sqlite,"SELECT T1.name,  T1.age  FROM sailors AS T1  JOIN boats AS T2  ON T1.sid  =  T2.sid","SELECT name ,  age FROM Sailors ORDER BY rating DESC",List the names and ages of all sailors sorted by rating in descending order.,False,"SELECT T1.name,  T1.age FROM sailors AS T1 JOIN boats AS T2 ON T1.sid  =  T2.sid ORDER BY T2.rating DESC"
